path,id,duration,actual_duration,start_frame,end_frame,object,action,motion_score
ZY20210800003/H3/C3/N28/S282/s02/T2,4,20.0,300,43,64,Laptop,Pickup,4985.066666666667
ZY20210800003/H3/C3/N28/S282/s02/T2,6,20.0,300,89,114,Laptop,putdown,4712.466666666666
ZY20210800003/H3/C3/N28/S282/s02/T2,10,20.0,300,144,161,Laptop,Grasp,8304.066666666668
ZY20210800003/H3/C3/N28/S282/s02/T2,11,20.0,300,161,190,Laptop,open,6635.333333333333
ZY20210800003/H3/C3/N28/S282/s02/T2,13,20.0,300,190,205,Laptop,Grasp,10034.4
ZY20210800003/H3/C3/N28/S282/s02/T2,14,20.0,300,201,216,Laptop,open,4663.0
ZY20210800003/H3/C3/N28/S282/s02/T2,15,20.0,300,216,258,Laptop,close,10910.066666666668
ZY20210800003/H3/C3/N28/S279/s01/T2,3,20.0,300,16,41,Laptop,Grasp,8664.866666666667
ZY20210800003/H3/C3/N28/S279/s01/T2,4,20.0,300,41,66,Laptop,Pickup,7426.733333333334
ZY20210800003/H3/C3/N28/S279/s01/T2,6,20.0,300,89,115,Laptop,putdown,6741.666666666667
ZY20210800003/H3/C3/N28/S279/s01/T2,10,20.0,300,143,162,Laptop,Grasp,12060.6
ZY20210800003/H3/C3/N28/S279/s01/T2,11,20.0,300,162,187,Laptop,open,5414.933333333333
ZY20210800003/H3/C3/N28/S279/s01/T2,14,20.0,300,197,221,Laptop,open,7199.333333333333
ZY20210800003/H3/C3/N28/S279/s01/T2,15,20.0,300,221,260,Laptop,close,11909.733333333334
ZY20210800003/H3/C3/N26/S282/s02/T2,3,20.0,300,18,46,Laptop,Grasp,9515.866666666669
ZY20210800003/H3/C3/N26/S282/s02/T2,4,20.0,300,46,72,Laptop,Pickup,7992.4
ZY20210800003/H3/C3/N26/S282/s02/T2,6,20.0,300,105,133,Laptop,putdown,7455.133333333333
ZY20210800003/H3/C3/N26/S282/s02/T2,10,20.0,300,166,189,Laptop,Grasp,10128.2
ZY20210800003/H3/C3/N26/S282/s02/T2,11,20.0,300,189,214,Laptop,open,4081.2
ZY20210800003/H3/C3/N26/S282/s02/T2,14,20.0,300,223,239,Laptop,open,6847.733333333334
ZY20210800003/H3/C3/N26/S282/s02/T2,15,20.0,300,239,270,Laptop,close,11749.266666666666
ZY20210800003/H3/C3/N26/S279/s01/T2,3,20.0,300,21,49,Laptop,Grasp,12353.333333333334
ZY20210800003/H3/C3/N26/S279/s01/T2,4,20.0,300,49,71,Laptop,Pickup,8363.333333333334
ZY20210800003/H3/C3/N26/S279/s01/T2,6,20.0,300,102,131,Laptop,putdown,7781.733333333334
ZY20210800003/H3/C3/N26/S279/s01/T2,10,20.0,300,161,184,Laptop,Grasp,14179.466666666667
ZY20210800003/H3/C3/N26/S279/s01/T2,11,20.0,300,184,210,Laptop,open,6029.266666666666
ZY20210800003/H3/C3/N26/S279/s01/T2,14,20.0,300,219,239,Laptop,open,11015.466666666667
ZY20210800003/H3/C3/N26/S279/s01/T2,15,20.0,300,239,273,Laptop,close,14981.066666666668
ZY20210800003/H3/C3/N25/S277/s05/T2,3,20.0,300,22,45,Laptop,Grasp,12658.133333333331
ZY20210800003/H3/C3/N25/S277/s05/T2,4,20.0,300,45,68,Laptop,Pickup,5878.4
ZY20210800003/H3/C3/N25/S277/s05/T2,6,20.0,300,98,121,Laptop,putdown,6478.8
ZY20210800003/H3/C3/N25/S277/s05/T2,10,20.0,300,153,182,Laptop,Grasp,13180.866666666669
ZY20210800003/H3/C3/N25/S277/s05/T2,11,20.0,300,182,212,Laptop,open,7991.733333333334
ZY20210800003/H3/C3/N25/S277/s05/T2,14,20.0,300,221,237,Laptop,open,8525.2
ZY20210800003/H3/C3/N25/S277/s05/T2,15,20.0,300,237,265,Laptop,close,14176.8
ZY20210800003/H3/C3/N24/S277/s05/T2,3,20.0,300,15,43,Laptop,Grasp,11181.2
ZY20210800003/H3/C3/N24/S277/s05/T2,4,20.0,300,43,68,Laptop,Pickup,8146.8
ZY20210800003/H3/C3/N24/S277/s05/T2,6,20.0,300,93,120,Laptop,putdown,6683.6
ZY20210800003/H3/C3/N24/S277/s05/T2,10,20.0,300,151,178,Laptop,Grasp,13096.733333333334
ZY20210800003/H3/C3/N24/S277/s05/T2,11,20.0,300,178,202,Laptop,open,4887.333333333333
ZY20210800003/H3/C3/N24/S277/s05/T2,13,20.0,300,202,217,Laptop,Grasp,14235.333333333334
ZY20210800003/H3/C3/N24/S277/s05/T2,14,20.0,300,214,235,Laptop,open,7524.333333333333
ZY20210800003/H3/C3/N24/S277/s05/T2,15,20.0,300,235,268,Laptop,close,12438.333333333334
ZY20210800003/H3/C3/N23/S277/s05/T2,4,20.0,300,46,68,Laptop,Pickup,5442.733333333334
ZY20210800003/H3/C3/N23/S277/s05/T2,6,20.0,300,100,125,Laptop,putdown,6233.133333333333
ZY20210800003/H3/C3/N23/S277/s05/T2,10,20.0,300,159,191,Laptop,Grasp,14802.2
ZY20210800003/H3/C3/N23/S277/s05/T2,11,20.0,300,191,218,Laptop,open,6041.466666666666
ZY20210800003/H3/C3/N23/S277/s05/T2,13,20.0,300,218,233,Laptop,Grasp,19269.066666666666
ZY20210800003/H3/C3/N23/S277/s05/T2,14,20.0,300,229,244,Laptop,open,9966.8
ZY20210800003/H3/C3/N23/S277/s05/T2,15,20.0,300,242,271,Laptop,close,14256.866666666669
ZY20210800003/H3/C3/N22/S277/s05/T2,3,20.0,300,25,54,Laptop,Grasp,12737.266666666666
ZY20210800003/H3/C3/N22/S277/s05/T2,4,20.0,300,54,76,Laptop,Pickup,6703.066666666667
ZY20210800003/H3/C3/N22/S277/s05/T2,6,20.0,300,109,131,Laptop,putdown,5923.866666666667
ZY20210800003/H3/C3/N22/S277/s05/T2,10,20.0,300,160,182,Laptop,Grasp,11417.6
ZY20210800003/H3/C3/N22/S277/s05/T2,11,20.0,300,182,200,Laptop,open,5038.0
ZY20210800003/H3/C3/N22/S277/s05/T2,13,20.0,300,200,215,Laptop,Grasp,18492.866666666665
ZY20210800003/H3/C3/N22/S277/s05/T2,14,20.0,300,211,226,Laptop,open,7982.133333333333
ZY20210800003/H3/C3/N22/S277/s05/T2,15,20.0,300,225,262,Laptop,close,14411.066666666668
ZY20210800003/H3/C3/N20/S277/s04/T2,3,20.0,300,18,40,Laptop,Grasp,12271.066666666668
ZY20210800003/H3/C3/N20/S277/s04/T2,4,20.0,300,40,62,Laptop,Pickup,6067.066666666667
ZY20210800003/H3/C3/N20/S277/s04/T2,6,20.0,300,89,114,Laptop,putdown,6282.0
ZY20210800003/H3/C3/N20/S277/s04/T2,10,20.0,300,143,166,Laptop,Grasp,13665.266666666666
ZY20210800003/H3/C3/N20/S277/s04/T2,11,20.0,300,166,184,Laptop,open,4103.466666666666
ZY20210800003/H3/C3/N20/S277/s04/T2,13,20.0,300,184,199,Laptop,Grasp,17516.2
ZY20210800003/H3/C3/N20/S277/s04/T2,14,20.0,300,195,211,Laptop,open,7966.466666666666
ZY20210800003/H3/C3/N20/S277/s04/T2,15,20.0,300,211,244,Laptop,close,12882.266666666666
ZY20210800003/H3/C3/N15/S277/s03/T2,3,20.0,300,25,51,Laptop,Grasp,12676.533333333333
ZY20210800003/H3/C3/N15/S277/s03/T2,4,20.0,300,51,74,Laptop,Pickup,6843.266666666666
ZY20210800003/H3/C3/N15/S277/s03/T2,6,20.0,300,102,131,Laptop,putdown,7608.533333333334
ZY20210800003/H3/C3/N15/S277/s03/T2,10,20.0,300,166,195,Laptop,Grasp,13217.0
ZY20210800003/H3/C3/N15/S277/s03/T2,13,20.0,300,224,239,Laptop,Grasp,16517.466666666667
ZY20210800003/H3/C3/N15/S277/s03/T2,14,20.0,300,237,252,Laptop,open,7960.733333333334
ZY20210800003/H3/C3/N15/S277/s03/T2,15,20.0,300,249,269,Laptop,close,12539.8
ZY20210800003/H3/C3/N13/S107/s04/T2,3,10.0,300,19,81,Laptop,open,30227.2
ZY20210800003/H3/C3/N13/S107/s04/T2,4,10.0,300,81,150,Laptop,close,15214.933333333332
ZY20210800003/H3/C3/N13/S107/s04/T2,7,10.0,300,166,187,Laptop,Grasp,6757.2
ZY20210800003/H3/C3/N13/S107/s04/T2,8,10.0,300,187,202,Laptop,Pickup,2182.6
ZY20210800003/H3/C3/N13/S107/s04/T2,10,10.0,300,221,281,Laptop,putdown,5169.2
ZY20210800003/H3/C3/N13/S107/s04/T1,3,10.0,300,14,36,Laptop,Grasp,5923.466666666666
ZY20210800003/H3/C3/N13/S107/s04/T1,4,10.0,300,36,51,Laptop,Pickup,2638.733333333333
ZY20210800003/H3/C3/N13/S107/s04/T1,6,10.0,300,82,127,Laptop,putdown,7850.066666666667
ZY20210800003/H3/C3/N13/S107/s04/T1,9,10.0,300,138,160,Laptop,Grasp,10077.133333333331
ZY20210800003/H3/C3/N13/S107/s04/T1,10,10.0,300,160,176,Laptop,Pickup,2656.0
ZY20210800003/H3/C3/N13/S107/s04/T1,12,10.0,300,190,238,Laptop,putdown,5639.933333333333
ZY20210800003/H3/C3/N10/S277/s02/T2,3,20.0,300,17,39,Laptop,Grasp,10552.933333333332
ZY20210800003/H3/C3/N10/S277/s02/T2,4,20.0,300,39,63,Laptop,Pickup,7645.8
ZY20210800003/H3/C3/N10/S277/s02/T2,6,20.0,300,89,113,Laptop,putdown,5449.133333333333
ZY20210800003/H3/C3/N10/S277/s02/T2,10,20.0,300,146,174,Laptop,Grasp,11031.533333333333
ZY20210800003/H3/C3/N10/S277/s02/T2,11,20.0,300,174,204,Laptop,open,4721.533333333334
ZY20210800003/H3/C3/N10/S277/s02/T2,13,20.0,300,204,219,Laptop,Grasp,13861.733333333334
ZY20210800003/H3/C3/N10/S277/s02/T2,14,20.0,300,216,238,Laptop,open,9041.2
ZY20210800003/H3/C3/N10/S277/s02/T2,15,20.0,300,238,272,Laptop,close,13822.666666666666
ZY20210800003/H3/C3/N08/S277/s01/T2,3,20.0,300,20,44,Laptop,Grasp,10218.333333333334
ZY20210800003/H3/C3/N08/S277/s01/T2,4,20.0,300,44,60,Laptop,Pickup,5079.266666666666
ZY20210800003/H3/C3/N08/S277/s01/T2,6,20.0,300,85,114,Laptop,putdown,7199.133333333333
ZY20210800003/H3/C3/N08/S277/s01/T2,10,20.0,300,146,176,Laptop,Grasp,11674.6
ZY20210800003/H3/C3/N08/S277/s01/T2,11,20.0,300,176,200,Laptop,open,5443.733333333334
ZY20210800003/H3/C3/N08/S277/s01/T2,13,20.0,300,200,215,Laptop,Grasp,12385.333333333334
ZY20210800003/H3/C3/N08/S277/s01/T2,14,20.0,300,211,226,Laptop,open,4944.066666666667
ZY20210800003/H3/C3/N08/S277/s01/T2,15,20.0,300,225,254,Laptop,close,10142.2
ZY20210800003/H3/C3/N07/S277/s01/T2,3,20.0,300,22,43,Laptop,Grasp,9855.133333333331
ZY20210800003/H3/C3/N07/S277/s01/T2,4,20.0,300,43,72,Laptop,Pickup,7613.0
ZY20210800003/H3/C3/N07/S277/s01/T2,6,20.0,300,95,116,Laptop,putdown,4687.466666666666
ZY20210800003/H3/C3/N07/S277/s01/T2,10,20.0,300,149,175,Laptop,Grasp,13013.0
ZY20210800003/H3/C3/N07/S277/s01/T2,11,20.0,300,175,201,Laptop,open,5918.533333333334
ZY20210800003/H3/C3/N07/S277/s01/T2,13,20.0,300,201,216,Laptop,Grasp,19513.866666666665
ZY20210800003/H3/C3/N07/S277/s01/T2,14,20.0,300,212,227,Laptop,open,7242.933333333333
ZY20210800003/H3/C3/N07/S277/s01/T2,15,20.0,300,226,257,Laptop,close,14544.333333333334
ZY20210800003/H3/C3/N06/S277/s01/T2,3,20.0,300,19,46,Laptop,Grasp,12900.333333333334
ZY20210800003/H3/C3/N06/S277/s01/T2,4,20.0,300,46,71,Laptop,Pickup,7576.733333333334
ZY20210800003/H3/C3/N06/S277/s01/T2,6,20.0,300,92,123,Laptop,putdown,6702.2
ZY20210800003/H3/C3/N06/S277/s01/T2,10,20.0,300,161,194,Laptop,Grasp,15563.4
ZY20210800003/H3/C3/N06/S277/s01/T2,11,20.0,300,194,223,Laptop,open,5835.333333333333
ZY20210800003/H3/C3/N06/S277/s01/T2,14,20.0,300,233,248,Laptop,open,10291.533333333333
ZY20210800003/H3/C3/N06/S277/s01/T2,15,20.0,300,246,273,Laptop,close,13079.066666666668
ZY20210800003/H3/C3/N03/S275/s05/T2,3,20.0,300,24,44,Laptop,Grasp,9997.2
ZY20210800003/H3/C3/N03/S275/s05/T2,4,20.0,300,44,68,Laptop,Pickup,7293.533333333334
ZY20210800003/H3/C3/N03/S275/s05/T2,6,20.0,300,97,124,Laptop,putdown,5947.266666666666
ZY20210800003/H3/C3/N03/S275/s05/T2,10,20.0,300,152,177,Laptop,Grasp,10537.466666666667
ZY20210800003/H3/C3/N03/S275/s05/T2,11,20.0,300,220,258,Laptop,close,16616.8
ZY20210800003/H3/C3/N03/S275/s05/T2,14,20.0,300,177,194,Laptop,open,3948.4
ZY20210800003/H3/C3/N03/S275/s05/T2,17,20.0,300,204,220,Laptop,open,8604.666666666666
ZY20210800003/H3/C3/N02/S275/s05/T2,3,20.0,300,17,40,Laptop,Grasp,9962.666666666666
ZY20210800003/H3/C3/N02/S275/s05/T2,4,20.0,300,40,63,Laptop,Pickup,6382.8
ZY20210800003/H3/C3/N02/S275/s05/T2,6,20.0,300,92,119,Laptop,putdown,6231.666666666667
ZY20210800003/H3/C3/N02/S275/s05/T2,10,20.0,300,143,164,Laptop,Grasp,10773.0
ZY20210800003/H3/C3/N02/S275/s05/T2,11,20.0,300,210,254,Laptop,close,11655.8
ZY20210800003/H3/C3/N02/S275/s05/T2,14,20.0,300,164,186,Laptop,open,6384.266666666666
ZY20210800003/H3/C3/N02/S275/s05/T2,17,20.0,300,196,211,Laptop,open,6847.866666666667
ZY20210800003/H3/C3/N01/S275/s04/T2,3,20.0,300,20,45,Laptop,Grasp,12293.066666666668
ZY20210800003/H3/C3/N01/S275/s04/T2,4,20.0,300,45,71,Laptop,Pickup,5868.0
ZY20210800003/H3/C3/N01/S275/s04/T2,6,20.0,300,99,123,Laptop,putdown,5340.133333333333
ZY20210800003/H3/C3/N01/S275/s04/T2,10,20.0,300,151,173,Laptop,Grasp,14357.133333333331
ZY20210800003/H3/C3/N01/S275/s04/T2,11,20.0,300,219,249,Laptop,close,15751.933333333332
ZY20210800003/H3/C3/N01/S275/s04/T2,14,20.0,300,173,192,Laptop,open,4936.6
ZY20210800003/H3/C3/N01/S275/s04/T2,17,20.0,300,202,219,Laptop,open,10187.933333333332
ZY20210800003/H3/C20/N35/S307/s02/T1,3,20.0,300,26,56,Chair,Grasp,30714.066666666666
ZY20210800003/H3/C20/N35/S307/s02/T1,4,20.0,300,57,72,Chair,Carrywithbothhands,10179.133333333331
ZY20210800003/H3/C20/N35/S307/s02/T1,5,20.0,300,71,100,Chair,putdown,16222.866666666669
ZY20210800003/H3/C20/N35/S307/s02/T1,10,20.0,300,175,218,Chair,putdown,16462.733333333334
ZY20210800003/H3/C20/N17/S282/s03/T2,3,20.0,300,43,69,Chair,Grasp,43430.93333333333
ZY20210800003/H3/C20/N17/S282/s03/T2,4,20.0,300,69,90,Chair,Carrywithbothhands,8160.933333333333
ZY20210800003/H3/C20/N17/S282/s03/T2,5,20.0,300,90,112,Chair,putdown,8953.4
ZY20210800003/H3/C20/N17/S282/s03/T2,9,20.0,300,144,174,Chair,Grasp,43730.066666666666
ZY20210800003/H3/C20/N17/S282/s03/T2,11,20.0,300,194,222,Chair,putdown,11740.133333333331
ZY20210800003/H3/C20/N17/S279/s04/T1,3,20.0,300,46,70,Chair,Grasp,38594.6
ZY20210800003/H3/C20/N17/S279/s04/T1,4,20.0,300,70,92,Chair,Carrywithbothhands,8405.266666666666
ZY20210800003/H3/C20/N17/S279/s04/T1,5,20.0,300,92,110,Chair,putdown,10446.2
ZY20210800003/H3/C20/N17/S279/s04/T1,11,20.0,300,185,215,Chair,putdown,13109.2
ZY20210800003/H3/C20/N16/S284/s02/T3,3,20.0,300,61,92,Chair,Grasp,21171.266666666663
ZY20210800003/H3/C20/N16/S284/s02/T3,4,20.0,300,92,116,Chair,Carrywithbothhands,5542.933333333333
ZY20210800003/H3/C20/N16/S284/s02/T3,5,20.0,300,116,140,Chair,putdown,8004.666666666667
ZY20210800003/H3/C20/N16/S284/s02/T3,9,20.0,300,173,198,Chair,Grasp,29504.866666666665
ZY20210800003/H3/C20/N16/S284/s02/T3,10,20.0,300,198,215,Chair,Carrywithbothhands,5403.4
ZY20210800003/H3/C20/N16/S284/s02/T3,12,20.0,300,241,263,Chair,putdown,9609.933333333332
ZY20210800003/H3/C20/N16/S284/s01/T4,3,20.0,300,49,76,Chair,Grasp,26093.733333333334
ZY20210800003/H3/C20/N16/S284/s01/T4,4,20.0,300,76,105,Chair,Carrywithbothhands,6108.533333333334
ZY20210800003/H3/C20/N16/S284/s01/T4,5,20.0,300,105,128,Chair,putdown,8025.733333333334
ZY20210800003/H3/C20/N16/S284/s01/T4,9,20.0,300,159,184,Chair,Grasp,32990.6
ZY20210800003/H3/C20/N16/S284/s01/T4,10,20.0,300,184,199,Chair,Carrywithbothhands,6262.4
ZY20210800003/H3/C20/N16/S284/s01/T4,12,20.0,300,224,241,Chair,putdown,9513.066666666668
ZY20210800003/H3/C20/N16/S282/s03/T2,3,20.0,300,57,88,Chair,Grasp,23132.733333333334
ZY20210800003/H3/C20/N16/S282/s03/T2,4,20.0,300,88,107,Chair,Carrywithbothhands,7076.933333333333
ZY20210800003/H3/C20/N16/S282/s03/T2,5,20.0,300,107,132,Chair,putdown,10180.4
ZY20210800003/H3/C20/N16/S282/s03/T2,9,20.0,300,158,184,Chair,Grasp,29529.466666666667
ZY20210800003/H3/C20/N16/S282/s03/T2,10,20.0,300,184,204,Chair,Carrywithbothhands,7692.0
ZY20210800003/H3/C20/N16/S282/s03/T2,11,20.0,300,204,231,Chair,putdown,10760.133333333331
ZY20210800003/H3/C20/N16/S279/s04/T1,3,20.0,300,54,90,Chair,Grasp,30849.533333333333
ZY20210800003/H3/C20/N16/S279/s04/T1,4,20.0,300,90,109,Chair,Carrywithbothhands,8017.8
ZY20210800003/H3/C20/N16/S279/s04/T1,5,20.0,300,109,136,Chair,putdown,9529.533333333333
ZY20210800003/H3/C20/N16/S279/s04/T1,9,20.0,300,169,195,Chair,Grasp,26604.4
ZY20210800003/H3/C20/N16/S279/s04/T1,10,20.0,300,195,216,Chair,Carrywithbothhands,7903.2
ZY20210800003/H3/C20/N16/S279/s04/T1,11,20.0,300,216,243,Chair,putdown,10074.0
ZY20210800003/H3/C20/N15/S284/s02/T3,3,20.0,300,71,98,Chair,Grasp,29240.13333333333
ZY20210800003/H3/C20/N15/S284/s02/T3,4,20.0,300,98,119,Chair,Carrywithbothhands,4920.533333333334
ZY20210800003/H3/C20/N15/S284/s02/T3,5,20.0,300,119,139,Chair,putdown,7161.0
ZY20210800003/H3/C20/N15/S284/s02/T3,9,20.0,300,167,190,Chair,Grasp,38498.66666666666
ZY20210800003/H3/C20/N15/S284/s02/T3,10,20.0,300,190,207,Chair,Carrywithbothhands,13161.333333333334
ZY20210800003/H3/C20/N15/S284/s02/T3,12,20.0,300,233,253,Chair,putdown,9512.066666666668
ZY20210800003/H3/C20/N15/S284/s01/T4,3,20.0,300,51,78,Chair,Grasp,24497.2
ZY20210800003/H3/C20/N15/S284/s01/T4,4,20.0,300,78,97,Chair,Carrywithbothhands,5362.066666666667
ZY20210800003/H3/C20/N15/S284/s01/T4,5,20.0,300,97,125,Chair,putdown,9773.133333333331
ZY20210800003/H3/C20/N15/S284/s01/T4,9,20.0,300,154,180,Chair,Grasp,25118.533333333333
ZY20210800003/H3/C20/N15/S284/s01/T4,10,20.0,300,180,196,Chair,Carrywithbothhands,6298.2
ZY20210800003/H3/C20/N15/S284/s01/T4,12,20.0,300,223,246,Chair,putdown,9698.333333333334
ZY20210800003/H3/C20/N15/S282/s03/T2,3,20.0,300,28,66,Chair,Grasp,37005.53333333333
ZY20210800003/H3/C20/N15/S282/s03/T2,4,20.0,300,66,95,Chair,Carrywithbothhands,14283.666666666666
ZY20210800003/H3/C20/N15/S282/s03/T2,5,20.0,300,95,124,Chair,putdown,6877.2
ZY20210800003/H3/C20/N15/S282/s03/T2,9,20.0,300,157,179,Chair,Grasp,28644.4
ZY20210800003/H3/C20/N15/S282/s03/T2,10,20.0,300,179,202,Chair,Carrywithbothhands,11875.8
ZY20210800003/H3/C20/N15/S282/s03/T2,11,20.0,300,202,229,Chair,putdown,8616.2
ZY20210800003/H3/C20/N15/S279/s04/T1,3,20.0,300,52,79,Chair,Grasp,29243.533333333333
ZY20210800003/H3/C20/N15/S279/s04/T1,4,20.0,300,79,105,Chair,Carrywithbothhands,6211.333333333333
ZY20210800003/H3/C20/N15/S279/s04/T1,5,20.0,300,105,132,Chair,putdown,9796.933333333332
ZY20210800003/H3/C20/N15/S279/s04/T1,9,20.0,300,164,186,Chair,Grasp,36353.73333333333
ZY20210800003/H3/C20/N15/S279/s04/T1,10,20.0,300,186,205,Chair,Carrywithbothhands,6723.466666666666
ZY20210800003/H3/C20/N15/S279/s04/T1,11,20.0,300,205,232,Chair,putdown,9311.466666666667
ZY20210800003/H3/C20/N14/S284/s05/T4,3,20.0,300,26,62,Chair,Grasp,40099.13333333333
ZY20210800003/H3/C20/N14/S284/s05/T4,4,20.0,300,62,80,Chair,Carrywithbothhands,6601.866666666667
ZY20210800003/H3/C20/N14/S284/s05/T4,5,20.0,300,80,107,Chair,putdown,10384.6
ZY20210800003/H3/C20/N14/S284/s05/T4,9,20.0,300,142,163,Chair,Grasp,30565.6
ZY20210800003/H3/C20/N14/S284/s05/T4,10,20.0,300,163,178,Chair,Carrywithbothhands,8708.2
ZY20210800003/H3/C20/N14/S284/s05/T4,12,20.0,300,193,208,Chair,putdown,11428.333333333334
ZY20210800003/H3/C20/N14/S284/s02/T3,4,20.0,300,106,128,Chair,Carrywithbothhands,6312.266666666666
ZY20210800003/H3/C20/N14/S284/s02/T3,5,20.0,300,128,146,Chair,putdown,6204.066666666667
ZY20210800003/H3/C20/N14/S284/s02/T3,9,20.0,300,177,200,Chair,Grasp,23508.466666666667
ZY20210800003/H3/C20/N14/S284/s02/T3,10,20.0,300,200,215,Chair,Carrywithbothhands,5023.2
ZY20210800003/H3/C20/N14/S284/s02/T3,12,20.0,300,235,254,Chair,putdown,6673.266666666666
ZY20210800003/H3/C20/N14/S282/s03/T2,3,20.0,300,25,59,Chair,Grasp,32912.8
ZY20210800003/H3/C20/N14/S282/s03/T2,4,20.0,300,59,87,Chair,Carrywithbothhands,11241.466666666667
ZY20210800003/H3/C20/N14/S282/s03/T2,5,20.0,300,87,116,Chair,putdown,7350.4
ZY20210800003/H3/C20/N14/S282/s03/T2,9,20.0,300,151,177,Chair,Grasp,32626.733333333334
ZY20210800003/H3/C20/N14/S282/s03/T2,10,20.0,300,177,205,Chair,Carrywithbothhands,13272.333333333334
ZY20210800003/H3/C20/N14/S282/s03/T2,11,20.0,300,205,224,Chair,putdown,8508.266666666666
ZY20210800003/H3/C20/N14/S279/s04/T1,3,20.0,300,69,96,Chair,Grasp,23389.733333333334
ZY20210800003/H3/C20/N14/S279/s04/T1,4,20.0,300,96,116,Chair,Carrywithbothhands,4349.133333333333
ZY20210800003/H3/C20/N14/S279/s04/T1,5,20.0,300,116,137,Chair,putdown,5717.333333333333
ZY20210800003/H3/C20/N14/S279/s04/T1,9,20.0,300,167,194,Chair,Grasp,30266.533333333333
ZY20210800003/H3/C20/N14/S279/s04/T1,10,20.0,300,194,215,Chair,Carrywithbothhands,7733.266666666666
ZY20210800003/H3/C20/N14/S279/s04/T1,11,20.0,300,215,240,Chair,putdown,9103.866666666669
ZY20210800003/H3/C20/N13/S284/s05/T4,3,20.0,300,57,93,Chair,Grasp,38442.4
ZY20210800003/H3/C20/N13/S284/s05/T4,4,20.0,300,93,116,Chair,Carrywithbothhands,9157.733333333334
ZY20210800003/H3/C20/N13/S284/s05/T4,5,20.0,300,116,146,Chair,putdown,8672.333333333334
ZY20210800003/H3/C20/N13/S284/s05/T4,9,20.0,300,180,203,Chair,Grasp,22393.4
ZY20210800003/H3/C20/N13/S284/s05/T4,10,20.0,300,203,219,Chair,Carrywithbothhands,7299.866666666667
ZY20210800003/H3/C20/N13/S284/s05/T4,12,20.0,300,240,259,Chair,putdown,6052.4
ZY20210800003/H3/C20/N13/S284/s01/T3,3,20.0,300,77,107,Chair,Grasp,21532.4
ZY20210800003/H3/C20/N13/S284/s01/T3,4,20.0,300,107,127,Chair,Carrywithbothhands,10809.666666666666
ZY20210800003/H3/C20/N13/S284/s01/T3,5,20.0,300,127,150,Chair,putdown,7051.0
ZY20210800003/H3/C20/N13/S284/s01/T3,9,20.0,300,181,202,Chair,Grasp,23131.33333333333
ZY20210800003/H3/C20/N13/S284/s01/T3,12,20.0,300,230,246,Chair,putdown,6629.666666666667
ZY20210800003/H3/C20/N13/S282/s02/T2,3,20.0,300,70,93,Chair,Grasp,15371.933333333332
ZY20210800003/H3/C20/N13/S282/s02/T2,4,20.0,300,93,112,Chair,Carrywithbothhands,6861.0
ZY20210800003/H3/C20/N13/S282/s02/T2,5,20.0,300,112,133,Chair,putdown,3726.733333333333
ZY20210800003/H3/C20/N13/S282/s02/T2,9,20.0,300,167,190,Chair,Grasp,24067.266666666663
ZY20210800003/H3/C20/N13/S282/s02/T2,10,20.0,300,190,207,Chair,Carrywithbothhands,8516.066666666668
ZY20210800003/H3/C20/N13/S282/s02/T2,11,20.0,300,207,229,Chair,putdown,10515.333333333334
ZY20210800003/H3/C20/N13/S279/s03/T1,3,20.0,300,58,99,Chair,Grasp,31878.266666666663
ZY20210800003/H3/C20/N13/S279/s03/T1,4,20.0,300,99,115,Chair,Carrywithbothhands,4616.266666666666
ZY20210800003/H3/C20/N13/S279/s03/T1,5,20.0,300,115,137,Chair,putdown,6240.6
ZY20210800003/H3/C20/N13/S279/s03/T1,9,20.0,300,168,191,Chair,Grasp,27128.93333333333
ZY20210800003/H3/C20/N13/S279/s03/T1,10,20.0,300,191,209,Chair,Carrywithbothhands,6886.466666666666
ZY20210800003/H3/C20/N12/S284/s05/T4,3,20.0,300,70,93,Chair,Grasp,23739.0
ZY20210800003/H3/C20/N12/S284/s05/T4,4,20.0,300,111,132,Chair,putdown,5893.933333333333
ZY20210800003/H3/C20/N12/S284/s05/T4,8,20.0,300,168,191,Chair,Grasp,24866.13333333333
ZY20210800003/H3/C20/N12/S284/s05/T4,9,20.0,300,191,210,Chair,Carrywithbothhands,5326.0
ZY20210800003/H3/C20/N12/S284/s05/T4,11,20.0,300,231,247,Chair,putdown,3696.4
ZY20210800003/H3/C20/N12/S284/s05/T4,14,20.0,300,93,111,Chair,Carrywithbothhands,5506.533333333334
ZY20210800003/H3/C20/N12/S284/s01/T3,3,20.0,300,74,107,Chair,Grasp,28898.8
ZY20210800003/H3/C20/N12/S284/s01/T3,4,20.0,300,107,124,Chair,Carrywithbothhands,5536.666666666667
ZY20210800003/H3/C20/N12/S284/s01/T3,5,20.0,300,124,148,Chair,putdown,6722.933333333333
ZY20210800003/H3/C20/N12/S284/s01/T3,9,20.0,300,178,199,Chair,Grasp,29561.0
ZY20210800003/H3/C20/N12/S284/s01/T3,10,20.0,300,199,214,Chair,Carrywithbothhands,9515.2
ZY20210800003/H3/C20/N12/S284/s01/T3,12,20.0,300,231,246,Chair,putdown,7304.133333333333
ZY20210800003/H3/C20/N12/S282/s02/T2,3,20.0,300,66,93,Chair,Grasp,22666.93333333333
ZY20210800003/H3/C20/N12/S282/s02/T2,4,20.0,300,93,114,Chair,Carrywithbothhands,5392.133333333333
